24.3081404,-43.9946690,-35.3369596
24.3705269,-43.9397398,-35.3485056
24.4336403,-43.8841705,-35.3555614
24.4969769,-43.8284047,-35.3562124
24.5603436,-43.7726124,-35.3532721
24.6231164,-43.7173430,-35.3414410
24.6749560,-43.6717000,-35.3254988
24.7590329,-43.5976730,-35.2520400
24.8101677,-43.5526505,-35.3019890
24.8604666,-43.5083640,-35.3534216
25.4282828,-43.0084206,-35.3791627
25.4645147,-42.9765195,-35.3098349
25.5061225,-42.9398853,-35.2942855
25.5437544,-42.9067516,-35.3622708
25.7768865,-42.7014865,-35.3908927
25.8384470,-42.6472845,-35.3706822
25.9003308,-42.5927979,-35.3522873
25.9620413,-42.5384638,-35.3328917
26.0234591,-42.4843874,-35.3119108
26.0852411,-42.4299904,-35.2935683
26.1481106,-42.3746359,-35.2867004
26.2107818,-42.3194560,-35.2738838
26.2734530,-42.2642761,-35.2610672
26.3263165,-42.2177315,-35.3073608
26.3785973,-42.1717000,-35.3549174
26.4355424,-42.1215617,-35.3731546
26.4985391,-42.0660952,-35.3827275
26.5579970,-42.0137445,-35.3644638
26.6185245,-41.9604520,-35.3434758
26.6817877,-41.9047508,-35.3380762
26.7404670,-41.8530856,-35.3169240
26.8031017,-41.7979379,-35.3037944
26.8637538,-41.7445357,-35.2820519
27.6318139,-41.0682841,-35.2541973
27.6892254,-41.0177352,-35.2900511
27.7466368,-40.9671863,-35.3259050
27.7982984,-40.9217000,-35.3619485
27.8583239,-40.8688495,-35.3598568
27.9162861,-40.8178157,-35.3256148
27.9745599,-40.7665075,-35.2923226
28.0328532,-40.7151822,-35.2590907
28.0893217,-40.6654636,-35.2595420
28.1507423,-40.6113847,-35.2800369
28.2114812,-40.5579061,-35.2746708
28.2682639,-40.5079109,-35.3122603
28.3273412,-40.4558952,-35.3426501
28.3831274,-40.4067773,-35.3821060
23.5641870,-44.6496954,-35.1732893
23.6205057,-44.6001087,-35.2121031
23.6818384,-44.5461073,-35.2332699
24.6749560,-43.6717000,-35.2410194
24.7087812,-43.6419180,-35.2005431
26.9207146,-41.6943835,-35.2449439
26.9772788,-41.6445806,-35.2226574
27.0369024,-41.5920841,-35.2457577
27.0999017,-41.5366153,-35.2368717
27.1631427,-41.4809337,-35.2309931
27.2261111,-41.4254921,-35.2210990
27.2893207,-41.3698381,-35.2147006
27.3524672,-41.3142396,-35.2075306
27.3860501,-41.2846711,-35.1455812
27.4388122,-41.2382157,-35.1159975
27.5019327,-41.1826402,-35.1088188
27.5328785,-41.1553935,-35.1514283
27.5787397,-41.1150142,-35.2097638
